奇闻趣事	"总有些奇闻让你亮瞎双眼，总有些趣事让你大开眼界！笑话博览网汇聚天下奇闻趣事，为你提供在报纸上、电视中看不到的奇趣笑话。我们每天实时更新,聚合有独特视觉感的奇闻趣事，图文并茂向你展现无限精彩！"	"奇闻,趣事,世界奇闻,天下奇闻,爆笑趣事"	异事_怪事
狗狗	可爱的狗狗永远含蓄而充满机智，思绪走的比主人快，卖萌比天敌猫咪巧，让你随着你狗狗的恶搞而发出会心的一笑。汪星人的幽默真是天生的，头脑灵活度、思想多元化，无论什么情况都会使你觉得：狗狗是个不可或缺的幽默伙伴。每天来看又呆又萌的狗狗图片，绝对保证好心情！	"小狗图片,小狗,狗狗图片,汪星人"	汪星人_狗狗图片
碉堡	碉堡了是“屌（diǎo）爆了”的谐音词，最早来源于周杰伦口头禅，后来成为网络流行语，多表示某件事物“很强很牛X”“非常惊人”等，其次还有“震惊了”、“悲剧了”等几种意思。与“弱爆了”是反义词。碉堡的牛人，碉堡的创意，碉堡的小伙伴，你们这么屌，你们家里人知道么？	"碉堡,屌爆了,震惊了,悲剧了"	屌爆了_震惊了
车子	车子包含汽车、火车、自行车、摩托车等等。牛人的车子总是那么与众不同，引人注目，富有创意的改装，个性的贴纸和标语，还有奇葩的车牌都能让你的车子成为焦点。许多高手的停车方式也能让你目瞪口呆。车子还能停在水里？停在树上？神一般的车技，你们都是飞车玩多了吧？	"车子,自行车,汽车,摩托"	自行车_汽车_摩托
卖萌	"卖萌无罪,可爱有理。一个个活泼天真，清纯可人的正太萝莉脱颖从笑话博览狂奔而来；一群群萌宠们刹那间秒杀“无辜”看客。他们的笑脸和身影定会让你感到心情愉快，引发无限美好回忆。那种无心计纯天然的卖萌，给人一种整个世界一下子变得纯真美好的幻觉。"	"卖萌,可爱,装可爱,萌宠"	可爱_装可爱
奇葩	奇葩本意是指奇特而美丽的花朵，奇葩做为网络词语流行，多带有调侃和讽刺意味，多指罕见的、离奇的让人难以理解的行为，我们都可以用“真是一朵奇葩”来形容。奇葩的人，奇葩的事，奇葩头像，奇葩图片，奇葩年终奖，奇葩睡姿，生活中真是到处都是奇葩。	"奇葩,奇葩是什么意思,奇葩图片,奇葩网名,奇葩笑话"	奇葩是什么意思_奇葩图片_奇葩网名_奇葩笑话
逗比	“逗比”一词源自《西游记》红孩儿的一句话：你是猴子请来的救兵吗？后发展成网络流行语，逗比被网络引申为你TM在开玩笑吧，用于调侃别人卖萌、搞笑的行为。逗比的智商真是令人堪忧，逗比修东西的方式你绝对想不到。上帝创造逗比的时候一定是幽默细胞放的太多了，逗比青年欢乐多啊！	"逗比,逗比是什么意思,逗比段子,逗比图片"	逗比是什么意思_逗比段子_逗比图片
老师	老师是每个人学生时代最熟悉的人。为什么男神、女神都是别人家的老师，我的老师却是个奇葩。悲催啊！老师说：同学们，最近我们要买某某资料，自愿购买，绝不强迫。我说：老师，我不想买。老师说：嗯，可以，那你借其他同学的抄一份吧！	"老师,我的老师,美女老师,极品老师"	我的老师_美女老师_极品老师
二货	二货简称“二”原来形容智商低总做傻事的人，如今二货包含了可爱、无奈等很多感情。二货青年欢乐多，二货室友喝大了伤不起，二货们的睡相太奇葩，二货同事送的蛋糕太没节操了，二货主人们不要再欺负汪星人了！有个二货媳妇好无奈，千万不要让二货爸爸带孩子，真被这些二货们打败了！	"二货,二货青年,二货老婆,二货主人"	二货青年_二货老婆_二货妹子_二货主人
伤不起	伤不起就是受不了伤了，不能受伤了的意思。是一种网络新文体。用来咆哮吐槽。不穿秋裤的男子你伤不起！学法语的人你伤不起啊！有强迫症的孩子你伤不起！坑爹的理发师你伤不起！胖子伤不起！二逼青年伤不起！药不能停的杀马特更加伤不起啊！	伤不起	
表情	有了丰富多彩的表情，我们的生活才变得更加有趣。嫉妒的表情，上课时被提问的表情，骚年们，你们的表情要不要那么夸张！比起表情丰富，人类恐怕还得输给动物朋友呢，无论呆萌还是犯二，动物们全部都是表情帝呢！搞笑的表情其实无处不在，仔细观察，食物、垃圾箱、包包也有他们的表情呢！	"表情,搞笑表情,夸张表情,表情帝"	搞笑表情_夸张表情
喵星人	喵星人，猫的网络昵称。喵星人的秘密武器就是萌死人的猫爪。喵星人和汪星人亦敌亦友。喵星人是个蛇精病的种族。无论你给它准备了多么高大上的猫窝，它都只钟爱盒子。喵星人拥有强大的弹跳力和模仿力。猫星人逆天的行为让人不禁感叹，你们是来收复地球的吧？	"喵星人,喵星人图片,喵星人卖萌,喵星人汪星人"	喵星人图片_喵星人卖萌_喵星人汪星人
拍照	搞笑牛人的世界里是没有正常拍照这个词的，你想拍照，就得提防随时准备抢镜的小伙伴，他们可是无所不用其极的。自拍的那个永远不是焦点，抢镜的永远是亮点。他们是拿绳命在抢镜啊！高手的拍照姿势总是那么销魂。拍照的角度很重要，错位拍照可以毫无违和感也可以让人感觉很邪恶呢。	"拍照,照相,相片,自拍,相机"	照相_相片
电话	随着电话的普及，人们之间的联系日益密切。即使身在远方的亲人，通过电话也能随时进行沟通，一解人们的相思之苦。打电话也造就了很多趣事。因为彼此看不到对方，打错电话后也可能觉得是一个许久不联系的朋友打来的电话。面对推销电话有时也不要烦，大可以调戏一下，给自己找点乐趣。	"电话,打电话,电话号码,电话铃声"	打电话_电话号码
学生党	学生党指同在读书阶段的人。学生党包括小学生，中学生，高中生，大学生等等。每个人都是从学生党走过来的，学生党伤不起啊！你有没有这样的感觉？有些课就像南孚电池，一节更比六节长，这就是所有学生党的悲剧。	"学生党,学生党发型,学生党头像,学生党减肥"	学生党发型_学生党头像_学生党减肥
体育	体育界笑料多多。随话说不怕神一样的对手，就怕猪一样的队友。体育队员里的逗比真不少，体育队员的淡定境界你真的猜不到。赛场上牛人多，有时候看台的观众比队员还要激动呢，定格比赛画面时，运动员的表情真的好囧。体育比赛中的基情画面让人不禁邪恶，还有好身材靓丽的女队员让人注意力都不能集中了呢。	"体育,运动,锻炼,健身"	运动_锻炼_健身
节操	节操：气节和操守，合称“节操”，其实也就是道德品质。现在指，路上可以捡到的东西。节操碎一地，意思是指那节操已经完全被抛弃。一个人说了不好的话，就可以说他没有节操。除此之外，无节操还可以用于自嘲，由于越来越多的曲解误解误用，无节操慢慢的也可以指“无厘头”了。	"节操,节操是什么意思,无节操,节操掉了一地"	节操是什么意思_无节操_节操掉了一地
妹纸	妹纸，就是妹子的意思。漂亮的萌妹纸总是吸引眼球。火车上，我旁边来了个妹纸，女神级别的，她放行李时突然对我说：“帅哥，帮我放下好吗？我够不到！”我那个激动啊，潇洒一站起来，猛的发现我还没妹纸高。她看了看我说：“算了，我自己来吧。”突然想到一句歌词“满怀忧伤却流不出泪。”	"妹纸,软妹纸,萌妹纸,妹纸笑话"	软妹纸_萌妹纸_妹纸笑话
老板	和员工达成一片的老板最惹人爱，不发年终奖的老板不是好老板，脑子不好用的人真的当不了老板。老板你的广告这么吊，老板娘知道吗？那些年老板说过的谎言：我们开个短会…你懂的。如何让老板给加薪？如何对付抠门老板？快来笑话博览看看吧。	"老板,头儿,老总,BOSS"	头儿_老总
神回复	最亮的评论，最爆笑的回复，大神们野马奔腾的思维、搞怪内涵的神经，跳出惯性思维的陷阱，抛开前人设立的条条框框，带你领略一语惊人、惊世骇俗，惊天地泣鬼神之化境！神回复、神问答、神吐槽、神解析，神回复——出乎意料的幽默体验！	"神回复,神问答,搞怪回答,爆笑回复"	神问答_搞笑回答
同事	同事指在一个公司工作的人。我的同事是个极品，很闷骚，很屌丝，喜欢一个女同事。二货同事十分想和女同事搭话。可是奈于闷骚不敢，就不断的办公室绕圈，在女同事面前欲言又止。突然他鼓足勇气来了一句：“来，掰个腕子。”注定孤独一生的奇葩同事啊！	"同事,二货同事,极品同事,奇葩同事"	二货同事_极品同事_奇葩同事
经营	随着竞争的日益激烈，经营各种生意的老板们，为了能够更好的经营自己的生意，纷纷想出一些经营之道。在越来越多的经营方式中，另类的奇葩经营方式，不仅使我们记住了他们所经营的生意，也给我们的生活带来了各式各样的笑料。同时为我们以后自己经营生意提供了一些方法。	"经营,经营管理,销售,生意"	经营管理_销售_生意
汪星人	汪星人，狗的网络昵称。汪星人是人类最忠实的朋友。爷爷老了，新近做了一口假牙，昨晚吃猪蹄，看得我家汪星人那个眼馋。一不小心假牙从嘴里蹦出，汪星人飞快的叼起就跑，爷爷手里拿着猪蹄追着汪星人央求：哥们，给你猪蹄，还我假牙好不？	"汪星人,汪星人嘴贱,汪星人卖萌,汪星人喵星人大战"	汪星人嘴贱_汪星人卖萌_汪星人喵星人大战
屌丝	屌丝也写作“吊丝”，源自民间粗口，网络中屌丝泛指那些“穷矮搓丑胖撸”的人群。男屌丝对应的是“高帅富”女屌丝对应的是“白富美”。屌丝集自卑、辛酸、自嘲、恶搞于一身。屌丝们普遍身份卑微、未来渺茫、感情空虚，他们渴望得到社会的高度认可，得到女神的亲睐，渴望逆袭，但是恐怕只有中乐透之后才能实现吧。	"屌丝,屌丝是什么意思,屌丝男,女屌丝"	屌丝是什么意思_屌丝男_女屌丝
交通	伴随着交通技术的不断进步，各地之间的交通联系日益频繁。为我们带来快捷交通的同时，也在产生各式各样的交通趣事。笑话博览为大家收集整理了最新鲜有趣的有关交通的笑料，为大家的交通生活增添一份快乐。并请大家在开心的同时，注意交通安全。	"交通,出行,在路上,运输"	出行_在路上_运输
悲催	悲催表示伤心、失败、悔恨的意思比“杯具”的感情色彩更重。屌丝的情人节总是那么悲催。和损友喝醉酒的后果真悲催啊。挂科是学生党最悲催的事情。悲催的猫奴表示完全无法正常拍一张自拍照。岁月是把杀猪刀，这悲催的人生啊！	"悲催,悲催图片,悲催表情"	悲催图片_悲催表情
明星	古书上指金星。旧时指交际场中有名的女子，现多指有名的歌手、演员、运动员等。如今娱乐圈也不好混，姥爷和周董都去日本发展事业了，两个人相互扶持，相互鼓励，希望有一天在日本闯出一片灿烂辉煌的事业。！	"明星,演员,歌手,艺人"	演员_歌手
熊孩子	常用于形容调皮的，岁数小不懂人事的孩子。同时在看到一些小孩做了一些不可理喻的带有破坏性的事情时，也可以叹一句：“这熊孩子”。被网友们界定为那些乱翻东西、搞破坏、不守规矩的孩子。他会删掉你的存档，摔坏你的模型，划烂你的屏幕，甚至还死乞白赖地要抢走你心爱的漫画、游戏、玩偶……	"熊孩子,孩子,儿女,捣蛋鬼"	孩子_儿女_捣蛋鬼
标语	马路上、校园里，厕所中，饭店前到处都有标语。生活中的标语还真是亮点多多。“明知驾车还劝酒，绝对不是好朋友”“汽车开的快，阎王最喜爱”警察蜀黎的标语都开始卖萌了，“小抖怡情，狂抖伤身”“如厕不冲水，爱人比出轨”“先生们请随手关门，不要让姐姐看到你的软弱”厕所里的标语太有才了。	"标语,口号,宣传口号,搞笑标语"	口号_宣传口号
聊天	在这个互联网时代里，所谓聊天可分两种。一种是与现实生活中的人际交往；一种是网上聊天，网上聊天分为语音聊天和视频聊天。这姑娘就在视频聊天，只是她……太投入了……	"聊天,网络聊天,闲谈,谈话"	网络聊天_闲谈
公司	大学毕业后每个青年都渴望去一个理想中的公司。然而现实是残酷的，能有个公司就不错了…公司里的奇葩事太多了。公司管理大会，我做主持，董事长洋溢的发言后，我说，大家欢送董事长下台。然后，...我到现在还没上班呢。悲催啊！	"公司,企业"	企业
PS	Ps是常用的美化图片的工具，很多PS后的图片都是毫无违和感，让你真假难辨，自从网络神人们用PS恶搞图片之后，便一发不可收拾。PS恶搞美女，恶搞明星，恶搞影视剧，恶搞雕像等等。如今PS恶搞成风，让人不禁大呼PS大神真是碉堡了！好多网友网上求P照片，结果被技术不精的网友恶搞，网上求P照片要谨慎啊！	"PS,修图,P图,修照片"	修图_P图_修照片
语录	指一个人的说话记录，通常为了说明一段时间内某人的所说句子和语言特征等。现指有一定传播力的名人之言、网民言论、社会事件所产生的新词条。一些网友会写出“如果有一天姐变的狠疯狂，请告诉别人，姐淑女过。”这样的搞笑雷人语录，来给自己的生活添点料。	"语录,言论的记录,摘录,名人语录"	言论的记录_摘录
真相	真相就是被隐藏的事情的真面目。无图无真相，真相往往是残酷的，知道真相的那一刻，我的眼泪掉下来。一句话说出真相的人叫做真相帝。除夕不放假的真相原来是这样的！有图有真相，女人才是这个世界上最不怕冷的动物。真相永远超乎想象，有时候眼前所见也不一定是真相。	"真相,无图无真相,有图有真相"	无图无真相_有图有真相
漂亮	漂亮同义于我们常说的好看、美。漂亮的美女走在街上绝对吸引眼球。漂亮的小宠物萌的人一脸血。漂亮的景色让人流连忘返。春暖花开，万紫千红的花朵实在漂亮。北国世界冰雪童话让人大呼漂亮。只要善于观察，漂亮的事物无处不在。	"漂亮,漂亮景色,漂亮妹纸"	漂亮景色_漂亮妹纸
厕所	厕所，生活中谁都离不开的地方，关于厕所的笑话数不胜数。不能忘记的厕所中的糗事。牛人们上厕所可不只是坐着的哦，奇葩的厕所标志让人不知所措，雷人的厕所标语让小伙伴们都惊呆了，超有创意的厕纸和马桶，搞笑的厕所壁画，厕所里居然还有“美女”？你还能上的出来么？	"厕所,洗手间,茅房,盥洗室"	洗手间_茅房_盥洗室
食物	在搞笑牛人的世界里，食物不只是用来吃的。有创意的食物真是高端大气上档次，简直都舍不得吃呢，山寨的食物却让人不忍直视。人形的萝卜，愤怒的水果，你们不要这么调皮好吧。其实食物也有自己的表情，连泡面和土豆都学会卖萌了。听说女神最近喜欢茄子和黄瓜，我不禁邪恶了…	"食物,水果,蔬菜,吃的"	水果_蔬菜
广告	广告，即广而告知之意。广告是为了某种特定的需要，通过一定形式的媒体，公开而广泛地向公众传递信息的宣传手段。现在很多不良商家利用汉语的歧义来博得眼球，像什么买花送女朋友，买房子送老婆，我也只能说呵呵了。	"广告,广而告之,宣传,商业广告"	广而告之_宣传
办公室	办公室是上班族最熟悉的地方，办公室的笑料可真不少！办公室里有极品上司、逗比同事、更有每天都想见到的美女同事。如果可以，我想要一间堆满零食的办公室，可是现实却是那微薄的薪水，奇葩的各种规定，我终于忍不住要辞职了：老板我要像梦一样自由，回家养猪，请批准！	"办公室,工作,上班,打工"	工作_上班_打工
影视	影视是包括电影、电视以及电视电影等在内的影像艺术的表达对象，当然这是大家都知道的。可是有些影视制作商似乎并不知道影视是一门艺术，制作出来的影视作品秉承着不雷死你不偿命的效果，不断对观众进行着视觉雷击。幸好大众的抗雷击属性还是比较高的，面对这些影视作品早已经免疫。	"影视,影音,影像艺术,影视剧"	影音_影像艺术_影视剧
卧槽	卧槽，网络用语，口头禅的一种。我草的谐音。看到网络女神的真面目不禁感叹，卧槽尼玛，这是一个人吗？有人说，“爱笑的女孩运气都不会太差”这句话指的是那种听到笑话宛然一笑娇羞低头的女孩子。不是你们那种“卧槽笑尿了最后哈哈哈”的女汉子。人艰不拆啊!	"卧槽,卧槽美女,卧槽图片,卧槽表情"	卧槽美女_卧槽图片_卧槽表情
骚年	骚年等于少年但是还有别的含义，就是闷骚少年，风骚少年。网络上用作朋友之间调侃的昵称。骚年，你这么吊你家人知道吗？骚年，你是猴子请来的逗比吗？骚年，要不能停，千万不要放弃治疗啊！骚年，活该你一辈子单身啊！骚年，你妈叫你回家吃饭了！骚年，你摊上大事儿了！	"骚年,闷骚少年,风骚少年"	闷骚少年_风骚少年
女汉子	女汉子通常是用来形容那些外表是女的，但是性格“纯爷们”的姑娘。女汉子不会撒娇，性格大大咧咧。女汉子适用于有以下性格特点的女生：天太热时，在家会“裸奔”；吃苹果不削皮，洗了直接啃，薯片吃到最后，直接倒嘴里；女汉子对小清新不感兴趣，与其做那些事情浪费时间，还不如在家抠脚吃面打游戏来得有趣。	"女汉子,女汉子图片,女汉子是什么意思,最萌女汉子"	女汉子图片_女汉子是什么意思_最萌女汉子
吃货	吃货，多指爱吃的人。吃货目前使用最广泛，也是大家最认可的解释是特指会吃、特别爱吃的人。很多吃货自认为自己是美食家，但是这两者还是有区别滴。美食家是吃好东西，吃货是指吃好多东西。对于大部分吃货，所谓的“出去玩”最后都会演变成：找个地方吃个饭休息下吧……大概就是酱紫了……	吃货	
手机	自从有了手机，我们成了它的奴隶。街道上，地铁里到处都是低头玩手机的人。牛人玩手机的方式真是丧心病狂。那些年我们曾经用过的神机你还记得么？砸核桃的诺基亚，三卡三待的山寨手机，怕冷又怕热的苹果。还有无节操的手机配饰，都能亮瞎你的双眼，手机脏了怎么办？刷一刷啊！	"手机,移动电话,智能手机,电话"	移动电话_智能手机
坑爹	坑爹一词通常用于善意的讽刺、嘲笑或者吐槽那些“不给力”的事情。超市买到的食物保质期到2月30号，这不是坑爹么？山寨产品更是坑你没商量！那些坑爹的游戏你玩过么？坑爹的熊孩子伤不起！伪女神太多，现在的选美活动都太坑爹了！比上厕所没带纸更坑爹的事情你知道是什么吗？	"坑爹,坑爷,坑人"	坑爷_坑人
大爷	大爷是对老年男性长辈的尊称或者旧社会地位较高的男性的称呼。“你大爷”北京话口头禅，骂人的意思。今天在火车代售点买票，前面是一大爷在买票，大爷说：“买票。”售票MM问他要身份证。他默默地拿出一户口本交给售票ＭＭ。ＭＭ问：要几张？大爷霸气的回答：“买一户口本的”。	"大爷,老大爷,你大爷,大爷笑话"	老大爷_你大爷_大爷笑话
有爱	如果说你对某物有爱，就是说你对这个东西很入迷，很投入。如果说你对某人有爱，就是说你很喜欢他，很中意他。有爱可以是一只温顺的汪星人细心的呵护着一群玩耍的小鸡，有爱可以是一位怀孕的母亲在肚皮上描绘可爱的表情，有爱可以是怕水的喵星人陪伴着婴儿一起洗澡。	"有爱,有爱图片,有爱动物,有爱家庭"	有爱图片_有爱动物
公交	公交是我们熟悉的交通工具，很多人每天都在用绳命去挤公交，算得上是苦逼表情的生产线了。公交上的雷人囧事真不少，霸气外漏的占座方式，销魂逆天的各种睡姿，还有自带座椅的牛人，公交真是一个奇葩出没的地方！公交车上有很多有创意的广告，真是亮瞎双眼，前座的妹子走光了，我该告诉她么？	"公交,公共汽车,公共交通,交通工具"	公共汽车_公共交通
司机	一个路人拦下计程车，他问司机：从这儿到机场要多久？司机：要很久的。路人：起码要多久？司机：骑马要更久。脑洞大开的司机伤不起啊！司机们神一样的车技，真给跪了！堵车时才发现司机们都那么多才多艺！酒后驾车的司机简直就是在作死。这世上有一种可怕的人，他们叫做—女司机。	"司机,女司机,牛人司机"	女司机_牛人司机_爆笑司机
欢乐多	在笑话的世界里，绝对是二货青年欢乐多。2B青年们善用错位，拍起照来真是欢乐多多。给酒量小的朋友过生日，真是欢乐多。办公室里，二货同事欢乐多。妹子们范起二来也是欢乐多多。拿猫咪当武器，当帽子，逗比主人欢乐多啊！吃货们创意足，欢乐多，超市大妈思路广，欢乐多！笑话博览的大神们更是欢乐多！	"欢乐多,二货青年欢乐多,2B青年欢乐多"	二货青年欢乐多_2B青年欢乐多
